temporada,categoria,competicion,grupo,jornada,cod_acta,equipo,rival,local_visitante,dorsal,jugador,status,tipo_participacion,minutos_jugados
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,1186943,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,local,25,"PRESEDO VIDAL, ALESSANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,23,"NOYA BREA, ALVARO",titular,titular sustituido,23
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,27,"CANCELA CONDE, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,30,"EZERROUGUY, MOHAMED SAID",titular,titular sustituido,62
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,13,"SANCHEZ CASTRO, SAMUEL",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,7,"CEBEY DE LA TORRE, MANUEL",suplente,suplente participa,17
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,9,"NIETO GESTO, CARLOS",suplente,suplente participa,17
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,11,"CASTRO OTERO, SAMUEL",suplente,suplente participa,28
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,TRAZO C.F.,C.F. SILLEDA,local,15,"MARTINEZ DE SANTIAGO, DIEGO",suplente,suplente participa,67
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,13,"LAMELA RODRIGUEZ, NICOLAS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,2,"LOTO , ALAN NICOLAS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,3,"DEL PUERTO DUARTE, VICTOR MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,4,"RIELO COUSO, LUCAS",titular,titular sustituido,76
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,5,"PEREZ FERNANDEZ, NUNO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,6,"ALONSO GIL, GUILLERMO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,7,"RIELO COUSO, HUGO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,8,"SUAREZ PEON, DIEGO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,9,"FERNÁNDEZ GARCÍA, RUBÉN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,10,"CAMBEIRO COSTA, AIRAS",titular,titular sustituido,87
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,11,"RIVERO MONTOTO, NUNO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,12,"LOPEZ DE LA FUENTE, ELOI",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,14,"ESPIÑO RODRIGUEZ, AARON",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,15,"FERREIRO ESPANTOSO, DIEGO",suplente,suplente participa,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,16,"PICANS REY, HUGO",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187017,C.F. SILLEDA,TRAZO C.F.,visitante,20,"ESPANTOSO LAMAS, JORGE",suplente,suplente participa,14
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,1,"COUSELO GONZALEZ, ADRIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,3,"PEREZ MARCOS, VICTOR",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,4,"LISTE MONTOIRO, FRANCISCO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,7,"REY MILLAN, DAVID",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,12,"CASTRO MOAR, ADRIAN",titular,titular sustituido,79
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,15,"PAN PEREZ PUJOL, PABLO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,17,"NIETO GOMEZ, JAVIER",titular,titular sustituido,15
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,20,"PEREZ RIO, VICTOR",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,21,"FIGUEIRAS PORTELA, FERNANDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,24,"BRITO GUZMAN, ALVARO",titular,titular sustituido,68
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,27,"DE SOUSA OLIVEIRA, THIAGO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,13,"VALVERDE ESTENS, TIAGO",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,2,"VILLA MARIÑO, SERGIO",suplente,suplente participa,22
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,5,"DOS SANTOS MARQUES, ALEANDRO",suplente,suplente participa,22
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,8,"PEROL SEOANE, MICHAEL",suplente,suplente participa,75
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,S.D. VILLESTRO,LAMELA C.F.,local,23,"LLOVO MATO, ALVARO",suplente,suplente participa,11
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,1,"MENDEZ ALONSO, DANIEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,2,"RIOS ALCAIDE, JUAN MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,3,"VILLAMAYOR RIVADULLA, PEDRO",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,6,"FIGUEIRAS GAGO, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,7,"CASTRO DOMINGUEZ, FRANCISCO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,8,"LUGO PADIN, ESTEBAN",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,9,"GARCIA CARRERA, MANUEL",titular,titular sustituido,79
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,10,"RIVEIRA MURCIA, HUGO",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,12,"LÓPEZ PÉREZ, ALBERTO",titular,titular sustituido,65
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,14,"DOVAL GARCIA, ION",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,15,"RODRIGUEZ FARIÑA, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,4,"SANIN CARBIA, ALBERTO",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,5,"PEITEADO MOLEDO, SERGIO",suplente,suplente participa,25
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,11,"ESPIÑO CUIÑA, LOIS",suplente,suplente participa,11
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,16,"AGUIAR RODRIGUEZ, JULIAN",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187018,LAMELA C.F.,S.D. VILLESTRO,visitante,17,"GARCIA REY, ALEJANDRO",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,1,"PEDREIRA SINDE, RUBEN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,3,"RENDO GUITIAN, ALEXANDRE",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,5,"VAZQUEZ PEÑA, JOSE L",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,7,"MACEIRA MATO, ALFONSO",titular,titular sustituido,75
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,10,"CHAS BROCOS, IAGO SENEN",titular,titular sustituido,88
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,11,"LOUZAO FERNANDEZ, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,15,"CASAL ALVAREZ, DAVID",titular,titular sustituido,75
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,18,"BESTEIRO SAEZ, JAVIER",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,20,"RENDO OUZANDE, XAVIER",titular,titular sustituido,42
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,23,"PEREZ MARTINEZ, SAMUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,24,"GARCIA FERNANDEZ, SERGIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,13,"CASTRO MONTERO, MARTIN",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,2,"REY CALVO, BRAIS",suplente,suplente participa,15
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,12,"LOPEZ REY, JOSE LUIS",suplente,suplente participa,2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,16,"VILA IGLESIAS, JORDAN",suplente,suplente participa,15
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,17,"SENDE MALLO, DIEGO",suplente,suplente participa,48
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,1,"LISTE GARCIA, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,4,"CARRO MAREQUE, JUAN JOSE",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,5,"PARADA CASTIÑEIRAS, OSCAR",titular,titular sustituido,80
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,6,"LOPEZ CANICOBA, FABIAN",titular,titular sustituido,55
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,8,"GARCIA CASAL, IVAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,10,"VILLAR MELLA, ROI",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,16,"DOS REIS FERRO, OSCAR",titular,titular sustituido,55
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,17,"MÍGUEZ SANMARTÍN, MIGUEL",titular,titular sustituido,80
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,19,"VIEITES BOUZON, MARTIN",titular,titular sustituido,67
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,21,"DE LA FUENTE SUAREZ, RUBEN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,23,"ALDREY GONTAD, XIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,7,"VEIGA ROSENDE, IAGO",suplente,suplente participa,23
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,9,"ESPADA PAZOS, JORGE",suplente,suplente participa,35
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,14,"GUERRERO NIEVES, FRANCISCO J",suplente,suplente participa,10
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,22,"RAMOS REY, NOEL",suplente,suplente participa,35
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187019,A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,visitante,24,"PEREIRAS PEREIRO, RAFAEL",suplente,suplente participa,10
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,1,"NOGUEIRA PORTAS, ADRIAN",titular,titular sustituido,45
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,2,"PARRADO ROMERO, CARLOS",titular,titular sustituido,60
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,3,"GARCIA LOPEZ, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,5,"POLO ABAD, ASIER",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,8,"MOSTEIRO GARCIA, SERGIO",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,14,"VAZQUEZ RAMOS, OMAR A",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,16,"PEREIRO SANCHEZ, DAVID",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,17,"VAZQUEZ NOVAS, MANUEL",titular,titular sustituido,73
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,18,"MONTERROSO GOMEZ, SERGIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,22,"GARCIA COSTOYA, JORGE",titular,titular sustituido,60
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,23,"PAMPIN NEGRO, JESUS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,25,"PAMPIN VIZCAINO, MIGUEL",suplente,suplente participa,45
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,6,"SESTO MOSQUERA, ANXO",suplente,suplente participa,30
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,10,"CASTRELO FERNANDEZ, MIGUEL",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,11,"PAMPIN NOGUEROL, DANIEL",suplente,suplente participa,30
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.F. CIRE DE MELIDE,C.D.BELVIS,local,51,"RIVADULLA FOCIÑOS, MARCOS",suplente,suplente participa,17
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,25,"PRESEDO VIDAL, ALESSANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,3,"BATISTA RAMOS, WALDIR F",titular,titular sustituido,70
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,4,"VAZQUEZ POMAR, MARCOS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,5,"BAÑA TOME, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,6,"SANTIAGO RIVAS, MARIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,7,"MIGUEZ MEIJOMIL, MIGUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,9,"RAMOS CASTRO, ANDRÉS",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,12,"RUZA VAZQUEZ, BRAIS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,15,"FRANCOS CREGO, JULIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,19,"IGLESIAS QUINTEIRO, JOSE RAMON",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,26,"FERNANDEZ PEREZ, JESUS DE BELEN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,13,"BAULDE OUZANDE, ADAN",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,2,"ALDREY RODRIGUEZ, PABLO C",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,11,"AMIGO FERNANDEZ, JUAN JOSE",suplente,suplente participa,20
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,20,"SEIJO CASTRO, YAGO",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187020,C.D.BELVIS,C.F. CIRE DE MELIDE,visitante,22,"RODRIGUEZ VILAS, BRAIS",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,13,"LÓPEZ GONZÁLEZ, IGNACIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,2,"VILLANUEVA PATAO, ROBERTO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,6,"BERNARDEZ VILAR, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,7,"FERREIRO CAMBA, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,8,"OTERO ARIAS, JOSE L",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,1187021,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,10,"GARCIA SA, JOSE ANTONIO",titular,titular todo partido,90
